Trial,Date_inoc,Date_assess,DAI,Treatment,ID,Variety,Rep,Pot_Num,Num_plants_pot,Dis_rating,Num_symptleaf,Num_dropleaf,Num_nodes,Num_nodes_pot,Num_deadplants,Height_toV1
1,7/10/2021,7/27/2021,17,Inoculated,C2,DG52X05RR2X,2,10,3,5,36,9,20,20,0,.
1,7/10/2021,7/30/2021,20,Inoculated,C2,DG52X05RR2X,2,10,3,7,45,18,20,20,0,.
1,7/10/2021,8/2/2021,23,Inoculated,C2,DG52X05RR2X,2,10,3,7,60,38,20,20,1,.
1,7/10/2021,7/14/2021,4,Inoculated,D2,S17-2193C,2,11,3,0,0,0,15,17,0,.
1,7/10/2021,7/16/2021,6,Inoculated,D2,S17-2193C,2,11,3,0,0,0,15,17,0,.
1,7/10/2021,7/18/2021,8,Inoculated,D2,S17-2193C,2,11,3,0,4,0,15,17,0,.
1,7/10/2021,7/21/2021,11,Inoculated,D2,S17-2193C,2,11,3,1,6,3,15,15,0,.
1,7/10/2021,7/24/2021,14,Inoculated,D2,S17-2193C,2,11,3,5,15,9,15,15,0,.
1,7/10/2021,7/27/2021,17,Inoculated,D2,S17-2193C,2,11,3,5,30,16,15,15,0,.
1,7/10/2021,7/30/2021,20,Inoculated,D2,S17-2193C,2,11,3,5,35,12,15,15,0,.
1,7/10/2021,8/2/2021,23,Inoculated,D2,S17-2193C,2,11,3,7,54,38,15,15,0,.
1,7/10/2021,7/14/2021,4,Inoculated,E2,LS4805XFS,2,12,3,0,0,0,22,18,0,.
1,7/10/2021,7/16/2021,6,Inoculated,E2,LS4805XFS,2,12,3,0,0,0,22,17,0,.
1,7/10/2021,7/18/2021,8,Inoculated,E2,LS4805XFS,2,12,3,0,4,0,22,17,0,.
1,7/10/2021,7/21/2021,11,Inoculated,E2,LS4805XFS,2,12,3,3,12,6,22,22,0,.
1,7/10/2021,7/24/2021,14,Inoculated,E2,LS4805XFS,2,12,3,5,27,12,22,22,0,.
1,7/10/2021,7/27/2021,17,Inoculated,E2,LS4805XFS,2,12,3,7,37,20,22,22,0,.
1,7/10/2021,7/30/2021,20,Inoculated,E2,LS4805XFS,2,12,3,7,42,28,22,22,0,.
1,7/10/2021,8/2/2021,23,Inoculated,E2,LS4805XFS,2,12,3,7,55,33,22,22,3,.
1,7/10/2021,7/14/2021,4,Inoculated,G2,Asgrow53x9,2,14,1,0,0,0,5,19,0,.
1,7/10/2021,7/16/2021,6,Inoculated,G2,Asgrow53x9,2,14,1,0,0,0,5,19,0,.
1,7/10/2021,7/18/2021,8,Inoculated,G2,Asgrow53x9,2,14,1,0,4,0,5,19,0,.
1,7/10/2021,7/21/2021,11,Inoculated,G2,Asgrow53x9,2,14,1,0,0,0,5,5,0,.
1,7/10/2021,7/24/2021,14,Inoculated,G2,Asgrow53x9,2,14,1,0,0,0,5,5,0,.
1,7/10/2021,7/27/2021,17,Inoculated,G2,Asgrow53x9,2,14,1,5,6,0,5,5,0,.
1,7/10/2021,7/30/2021,20,Inoculated,G2,Asgrow53x9,2,14,1,7,15,6,5,5,0,.
1,7/10/2021,8/2/2021,23,Inoculated,G2,Asgrow53x9,2,14,1,9,16,11,5,5,3,.
1,7/10/2021,7/14/2021,4,Inoculated,B3,S43XS70,3,16,3,0,0,0,14,14,0,.
1,7/10/2021,7/16/2021,6,Inoculated,B3,S43XS70,3,16,3,0,0,0,14,14,0,.
1,7/10/2021,7/18/2021,8,Inoculated,B3,S43XS70,3,16,3,0,4,0,14,14,0,.
1,7/10/2021,7/21/2021,11,Inoculated,B3,S43XS70,3,16,3,5,16,6,14,14,0,.
1,7/10/2021,7/24/2021,14,Inoculated,B3,S43XS70,3,16,3,7,33,15,14,14,0,.
1,7/10/2021,7/27/2021,17,Inoculated,B3,S43XS70,3,16,3,7,39,18,14,14,2,.
1,7/10/2021,7/30/2021,20,Inoculated,B3,S43XS70,3,16,3,9,42,24,14,14,3,.
1,7/10/2021,8/2/2021,23,Inoculated,B3,S43XS70,3,16,3,9,42,31,14,14,0,.
1,7/10/2021,7/14/2021,4,Inoculated,D3,S17-2193C,3,18,3,0,0,0,17,15,0,.
1,7/10/2021,7/16/2021,6,Inoculated,D3,S17-2193C,3,18,3,0,0,0,17,17,0,.
1,7/10/2021,7/18/2021,8,Inoculated,D3,S17-2193C,3,18,3,0,3,0,17,17,0,.
1,7/10/2021,7/21/2021,11,Inoculated,D3,S17-2193C,3,18,3,3,6,0,17,17,0,.
1,7/10/2021,7/24/2021,14,Inoculated,D3,S17-2193C,3,18,3,3,6,6,17,17,0,.
1,7/10/2021,7/27/2021,17,Inoculated,D3,S17-2193C,3,18,3,5,20,9,17,17,0,.
1,7/10/2021,7/30/2021,20,Inoculated,D3,S17-2193C,3,18,3,5,26,14,17,17,0,.
1,7/10/2021,8/2/2021,23,Inoculated,D3,S17-2193C,3,18,3,7,51,37,17,17,0,.
1,7/10/2021,7/14/2021,4,Inoculated,E3,LS4805XFS,3,19,3,0,0,0,18,13,0,.
1,7/10/2021,7/16/2021,6,Inoculated,E3,LS4805XFS,3,19,3,0,0,0,18,17,0,.
1,7/10/2021,7/18/2021,8,Inoculated,E3,LS4805XFS,3,19,3,0,0,0,18,17,0,.
1,7/10/2021,7/21/2021,11,Inoculated,E3,LS4805XFS,3,19,3,0,0,0,18,18,0,.
1,7/10/2021,7/24/2021,14,Inoculated,E3,LS4805XFS,3,19,3,1,3,0,18,18,0,.
1,7/10/2021,7/27/2021,17,Inoculated,E3,LS4805XFS,3,19,3,5,19,0,18,18,0,.
1,7/10/2021,7/30/2021,20,Inoculated,E3,LS4805XFS,3,19,3,5,28,9,18,18,0,.
1,7/10/2021,8/2/2021,23,Inoculated,E3,LS4805XFS,3,19,3,7,37,10,18,18,0,.
1,7/10/2021,7/14/2021,4,Inoculated,F3,LS5909XFS,3,20,3,0,0,0,15,15,0,.
1,7/10/2021,7/16/2021,6,Inoculated,F3,LS5909XFS,3,20,3,0,0,0,15,15,0,.
1,7/10/2021,7/18/2021,8,Inoculated,F3,LS5909XFS,3,20,3,0,4,0,15,15,0,.
1,7/10/2021,7/21/2021,11,Inoculated,F3,LS5909XFS,3,20,3,0,0,0,16,16,0,.
1,7/10/2021,7/24/2021,14,Inoculated,F3,LS5909XFS,3,20,3,5,25,0,16,16,0,.
1,7/10/2021,7/27/2021,17,Inoculated,F3,LS5909XFS,3,20,3,7,44,9,16,16,0,.
1,7/10/2021,7/30/2021,20,Inoculated,F3,LS5909XFS,3,20,3,7,48,22,16,16,0,.
1,7/10/2021,8/2/2021,23,Inoculated,F3,LS5909XFS,3,20,3,9,48,30,16,16,3,.
1,7/10/2021,7/14/2021,4,Inoculated,G3,Asgrow53x9,3,21,3,0,0,0,15,25,0,.
1,7/10/2021,7/16/2021,6,Inoculated,G3,Asgrow53x9,3,21,3,0,0,0,15,18,0,.
1,7/10/2021,7/18/2021,8,Inoculated,G3,Asgrow53x9,3,21,3,0,0,0,15,18,0,.
1,7/10/2021,7/21/2021,11,Inoculated,G3,Asgrow53x9,3,21,3,3,15,0,15,15,0,.
1,7/10/2021,7/24/2021,14,Inoculated,G3,Asgrow53x9,3,21,3,3,18,0,15,15,0,.
1,7/10/2021,7/27/2021,17,Inoculated,G3,Asgrow53x9,3,21,3,5,24,12,15,15,0,.
1,7/10/2021,7/30/2021,20,Inoculated,G3,Asgrow53x9,3,21,3,5,24,18,15,15,0,.
1,7/10/2021,8/2/2021,23,Inoculated,G3,Asgrow53x9,3,21,3,7,39,29,15,15,0,.
1,7/10/2021,7/14/2021,4,Inoculated,A4,LS4919XFS,4,22,3,0,0,0,15,16,0,.
1,7/10/2021,7/16/2021,6,Inoculated,A4,LS4919XFS,4,22,3,0,0,0,15,18,0,.
1,7/10/2021,7/18/2021,8,Inoculated,A4,LS4919XFS,4,22,3,0,4,0,15,18,0,.
1,7/10/2021,7/21/2021,11,Inoculated,A4,LS4919XFS,4,22,3,3,9,0,15,15,0,.
1,7/10/2021,7/24/2021,14,Inoculated,A4,LS4919XFS,4,22,3,5,21,9,15,15,0,.
1,7/10/2021,7/27/2021,17,Inoculated,A4,LS4919XFS,4,22,3,7,45,15,15,15,0,.
1,7/10/2021,7/30/2021,20,Inoculated,A4,LS4919XFS,4,22,3,9,45,18,15,15,3,.
1,7/10/2021,8/2/2021,23,Inoculated,A4,LS4919XFS,4,22,3,9,45,31,15,15,3,.
1,7/10/2021,7/14/2021,4,Inoculated,B4,S43XS70,4,23,3,0,0,0,16,10,0,.
1,7/10/2021,7/16/2021,6,Inoculated,B4,S43XS70,4,23,3,0,0,0,16,5,0,.
1,7/10/2021,7/18/2021,8,Inoculated,B4,S43XS70,4,23,3,1,3,0,16,5,0,.
1,7/10/2021,7/21/2021,11,Inoculated,B4,S43XS70,4,23,3,3,3,3,16,16,0,.
1,7/10/2021,7/24/2021,14,Inoculated,B4,S43XS70,4,23,3,5,21,4,16,16,0,.
1,7/10/2021,7/27/2021,17,Inoculated,B4,S43XS70,4,23,3,5,33,10,16,16,0,.
1,7/10/2021,7/30/2021,20,Inoculated,B4,S43XS70,4,23,3,7,42,13,16,16,0,.
1,7/10/2021,8/2/2021,23,Inoculated,B4,S43XS70,4,23,3,7,48,37,16,16,1,.
1,7/10/2021,7/14/2021,4,Inoculated,C4,DG52X05RR2X,4,24,3,0,0,0,19,22,0,.
1,7/10/2021,7/16/2021,6,Inoculated,C4,DG52X05RR2X,4,24,3,0,0,0,19,17,0,.
1,7/10/2021,7/18/2021,8,Inoculated,C4,DG52X05RR2X,4,24,3,0,4,0,19,17,0,.
1,7/10/2021,7/21/2021,11,Inoculated,C4,DG52X05RR2X,4,24,3,1,8,0,19,19,0,.
1,7/10/2021,7/24/2021,14,Inoculated,C4,DG52X05RR2X,4,24,3,5,30,8,19,19,0,.
1,7/10/2021,7/27/2021,17,Inoculated,C4,DG52X05RR2X,4,24,3,7,48,14,19,19,0,.
1,7/10/2021,7/30/2021,20,Inoculated,C4,DG52X05RR2X,4,24,3,7,54,17,19,19,0,.
1,7/10/2021,8/2/2021,23,Inoculated,C4,DG52X05RR2X,4,24,3,9,57,46,19,19,3,.
1,7/10/2021,7/14/2021,4,Inoculated,D4,S17-2193C,4,25,3,0,0,0,18,17,0,.
1,7/10/2021,7/16/2021,6,Inoculated,D4,S17-2193C,4,25,3,0,0,0,18,15,0,.
1,7/10/2021,7/18/2021,8,Inoculated,D4,S17-2193C,4,25,3,1,2,0,18,15,0,.
1,7/10/2021,7/21/2021,11,Inoculated,D4,S17-2193C,4,25,3,3,12,6,18,18,0,.
1,7/10/2021,7/24/2021,14,Inoculated,D4,S17-2193C,4,25,3,3,21,12,18,18,0,.
1,7/10/2021,7/27/2021,17,Inoculated,D4,S17-2193C,4,25,3,5,29,23,18,18,0,.
1,7/10/2021,7/30/2021,20,Inoculated,D4,S17-2193C,4,25,3,7,51,42,18,18,0,.
1,7/10/2021,8/2/2021,23,Inoculated,D4,S17-2193C,4,25,3,9,54,50,18,18,3,.
1,7/10/2021,7/14/2021,4,Inoculated,E4,LS4805XFS,4,26,3,0,0,0,15,8,0,.
1,7/10/2021,7/16/2021,6,Inoculated,E4,LS4805XFS,4,26,3,0,0,0,15,13,0,.
1,7/10/2021,7/18/2021,8,Inoculated,E4,LS4805XFS,4,26,3,1,5,0,15,13,0,.
1,7/10/2021,7/21/2021,11,Inoculated,E4,LS4805XFS,4,26,3,5,0,0,15,15,0,.
1,7/10/2021,7/24/2021,14,Inoculated,E4,LS4805XFS,4,26,3,7,19,12,15,15,0,.
1,7/10/2021,7/27/2021,17,Inoculated,E4,LS4805XFS,4,26,3,7,42,15,15,15,0,.
1,7/10/2021,7/30/2021,20,Inoculated,E4,LS4805XFS,4,26,3,7,45,24,15,15,0,.
1,7/10/2021,8/2/2021,23,Inoculated,E4,LS4805XFS,4,26,3,9,45,39,15,15,3,.
1,7/10/2021,7/14/2021,4,Inoculated,F4,LS5909XFS,4,27,3,0,0,0,20,18,0,.
1,7/10/2021,7/16/2021,6,Inoculated,F4,LS5909XFS,4,27,3,0,0,0,20,21,0,.
1,7/10/2021,7/18/2021,8,Inoculated,F4,LS5909XFS,4,27,3,0,2,0,20,21,0,.
1,7/10/2021,7/21/2021,11,Inoculated,F4,LS5909XFS,4,27,3,1,1,0,20,20,0,.
1,7/10/2021,7/24/2021,14,Inoculated,F4,LS5909XFS,4,27,3,1,4,1,20,20,0,.
1,7/10/2021,7/27/2021,17,Inoculated,F4,LS5909XFS,4,27,3,5,13,3,20,20,0,.
1,7/10/2021,7/30/2021,20,Inoculated,F4,LS5909XFS,4,27,3,5,12,8,20,20,0,.
1,7/10/2021,8/2/2021,23,Inoculated,F4,LS5909XFS,4,27,3,7,36,16,20,20,0,.
1,7/10/2021,7/14/2021,4,Inoculated,G4,Asgrow53x9,4,28,2,0,0,0,8,15,0,.
1,7/10/2021,7/16/2021,6,Inoculated,G4,Asgrow53x9,4,28,2,0,0,0,8,19,0,.
1,7/10/2021,7/18/2021,8,Inoculated,G4,Asgrow53x9,4,28,2,0,3,0,8,19,0,.
1,7/10/2021,7/21/2021,11,Inoculated,G4,Asgrow53x9,4,28,2,5,13,0,8,8,0,.
1,7/10/2021,7/24/2021,14,Inoculated,G4,Asgrow53x9,4,28,2,7,21,15,8,8,0,.
1,7/10/2021,7/27/2021,17,Inoculated,G4,Asgrow53x9,4,28,2,9,24,24,8,8,3,.
1,7/10/2021,7/30/2021,20,Inoculated,G4,Asgrow53x9,4,28,2,9,24,24,8,8,3,.
1,7/10/2021,8/2/2021,23,Inoculated,G4,Asgrow53x9,4,28,2,9,24,24,8,8,3,.
1,7/10/2021,7/14/2021,4,Inoculated,A5,LS4919XFS,5,29,3,0,0,0,19,19,0,.
1,7/10/2021,7/16/2021,6,Inoculated,A5,LS4919XFS,5,29,3,0,0,0,19,15,0,.
1,7/10/2021,7/18/2021,8,Inoculated,A5,LS4919XFS,5,29,3,0,4,0,19,15,0,.
1,7/10/2021,7/21/2021,11,Inoculated,A5,LS4919XFS,5,29,3,3,8,0,19,19,0,.
1,7/10/2021,7/24/2021,14,Inoculated,A5,LS4919XFS,5,29,3,5,18,12,19,19,0,.
1,7/10/2021,7/27/2021,17,Inoculated,A5,LS4919XFS,5,29,3,5,35,18,19,19,0,.
1,7/10/2021,7/30/2021,20,Inoculated,A5,LS4919XFS,5,29,3,7,49,24,19,19,0,.
1,7/10/2021,8/2/2021,23,Inoculated,A5,LS4919XFS,5,29,3,7,57,27,19,19,0,.
1,7/10/2021,7/14/2021,4,Inoculated,C5,DG52X05RR2X,5,31,3,0,0,0,15,19,0,.
1,7/10/2021,7/16/2021,6,Inoculated,C5,DG52X05RR2X,5,31,3,0,0,0,15,19,0,.
1,7/10/2021,7/18/2021,8,Inoculated,C5,DG52X05RR2X,5,31,3,1,3,0,15,19,0,.
1,7/10/2021,7/21/2021,11,Inoculated,C5,DG52X05RR2X,5,31,3,5,18,9,15,15,0,.
1,7/10/2021,7/24/2021,14,Inoculated,C5,DG52X05RR2X,5,31,3,7,42,12,15,15,0,.
1,7/10/2021,7/27/2021,17,Inoculated,C5,DG52X05RR2X,5,31,3,7,45,15,15,15,0,.
1,7/10/2021,7/30/2021,20,Inoculated,C5,DG52X05RR2X,5,31,3,7,45,18,15,15,3,.
1,7/10/2021,8/2/2021,23,Inoculated,C5,DG52X05RR2X,5,31,3,9,45,40,15,15,3,.
1,7/10/2021,7/14/2021,4,Inoculated,D5,S17-2193C,5,32,3,0,0,0,18,15,0,.
1,7/10/2021,7/16/2021,6,Inoculated,D5,S17-2193C,5,32,3,0,0,0,18,18,0,.
1,7/10/2021,7/18/2021,8,Inoculated,D5,S17-2193C,5,32,3,0,0,0,18,18,0,.
1,7/10/2021,7/21/2021,11,Inoculated,D5,S17-2193C,5,32,3,1,1,0,18,18,0,.
1,7/10/2021,7/24/2021,14,Inoculated,D5,S17-2193C,5,32,3,1,5,3,18,18,0,.
1,7/10/2021,7/27/2021,17,Inoculated,D5,S17-2193C,5,32,3,1,4,3,18,18,0,.
1,7/10/2021,7/30/2021,20,Inoculated,D5,S17-2193C,5,32,3,1,4,4,18,18,0,.
1,7/10/2021,8/2/2021,23,Inoculated,D5,S17-2193C,5,32,3,1,12,10,18,18,0,.
1,7/10/2021,7/14/2021,4,Inoculated,E5,LS4805XFS,5,33,3,0,0,0,16,16,0,.
1,7/10/2021,7/16/2021,6,Inoculated,E5,LS4805XFS,5,33,3,0,0,0,15,15,0,.
1,7/10/2021,7/18/2021,8,Inoculated,E5,LS4805XFS,5,33,3,0,2,0,15,15,0,.
1,7/10/2021,7/21/2021,11,Inoculated,E5,LS4805XFS,5,33,3,1,4,0,19,19,0,.
1,7/10/2021,7/24/2021,14,Inoculated,E5,LS4805XFS,5,33,3,5,24,15,19,19,0,.
1,7/10/2021,7/27/2021,17,Inoculated,E5,LS4805XFS,5,33,3,5,39,18,19,19,0,.
1,7/10/2021,7/30/2021,20,Inoculated,E5,LS4805XFS,5,33,3,7,54,26,19,19,0,.
1,7/10/2021,8/2/2021,23,Inoculated,E5,LS4805XFS,5,33,3,9,57,46,19,19,3,.
1,7/10/2021,7/14/2021,4,Inoculated,F5,LS5909XFS,5,34,3,0,0,0,18,5,0,.
1,7/10/2021,7/16/2021,6,Inoculated,F5,LS5909XFS,5,34,3,0,0,0,18,22,0,.
1,7/10/2021,7/18/2021,8,Inoculated,F5,LS5909XFS,5,34,3,0,0,0,18,22,0,.
1,7/10/2021,7/21/2021,11,Inoculated,F5,LS5909XFS,5,34,3,0,0,0,18,18,0,.
1,7/10/2021,7/24/2021,14,Inoculated,F5,LS5909XFS,5,34,3,0,0,0,18,18,0,.
1,7/10/2021,7/27/2021,17,Inoculated,F5,LS5909XFS,5,34,3,1,3,0,18,18,0,.
1,7/10/2021,7/30/2021,20,Inoculated,F5,LS5909XFS,5,34,3,1,5,0,18,18,0,.
1,7/10/2021,8/2/2021,23,Inoculated,F5,LS5909XFS,5,34,3,7,22,3,18,18,0,.
1,7/10/2021,7/14/2021,4,Inoculated,G5,Asgrow53x9,5,35,3,0,0,0,13,18,0,.
1,7/10/2021,7/16/2021,6,Inoculated,G5,Asgrow53x9,5,35,3,0,0,0,13,18,0,.
1,7/10/2021,7/18/2021,8,Inoculated,G5,Asgrow53x9,5,35,3,0,0,0,13,18,0,.
1,7/10/2021,7/21/2021,11,Inoculated,G5,Asgrow53x9,5,35,3,5,9,3,13,13,0,.
1,7/10/2021,7/24/2021,14,Inoculated,G5,Asgrow53x9,5,35,3,7,30,30,13,15,0,.
1,7/10/2021,7/27/2021,17,Inoculated,G5,Asgrow53x9,5,35,3,9,39,24,13,13,3,.
1,7/10/2021,7/30/2021,20,Inoculated,G5,Asgrow53x9,5,35,3,9,39,24,13,13,3,.
1,7/10/2021,8/2/2021,23,Inoculated,G5,Asgrow53x9,5,35,3,9,39,24,13,13,0,.
2,9/29/2021,10/10/2021,11,Inoculated,B4,S43XS70,4,23,3,0,0,0,30,30,0,14.5
2,9/29/2021,10/10/2021,11,Inoculated,B2,S43XS70,2,9,3,0,0,0,28,28,0,11
2,9/29/2021,10/10/2021,11,Inoculated,B3,S43XS70,3,16,3,0,0,0,27,27,0,10.5
2,9/29/2021,10/14/2021,15,Inoculated,B4,S43XS70,4,23,3,1,3,0,30,30,0,14.5
2,9/29/2021,10/14/2021,15,Inoculated,B2,S43XS70,2,9,3,1,10,6,28,28,0,11
2,9/29/2021,10/14/2021,15,Inoculated,B3,S43XS70,3,16,3,0,0,0,27,27,0,10.5
2,9/29/2021,10/17/2021,18,Inoculated,B4,S43XS70,4,23,3,1,6,0,30,30,0,14.5
2,9/29/2021,10/17/2021,18,Inoculated,B2,S43XS70,2,9,3,1,12,5,28,28,0,11
2,9/29/2021,10/17/2021,18,Inoculated,B3,S43XS70,3,16,3,0,0,0,27,27,0,10.5
2,9/29/2021,10/20/2021,21,Inoculated,B4,S43XS70,4,23,3,1,9,3,30,30,0,14.5
2,9/29/2021,10/20/2021,21,Inoculated,B2,S43XS70,2,9,3,3,14,5,28,28,0,11
2,9/29/2021,10/20/2021,21,Inoculated,B3,S43XS70,3,16,3,0,0,0,27,27,0,10.5
2,9/29/2021,10/23/2021,24,Inoculated,B4,S43XS70,4,23,3,3,18,16,30,30,0,14.5
2,9/29/2021,10/23/2021,24,Inoculated,B2,S43XS70,2,9,3,3,18,6,28,28,0,11
2,9/29/2021,10/23/2021,24,Inoculated,B3,S43XS70,3,16,3,1,6,0,27,27,0,10.5
2,9/29/2021,10/26/2021,27,Inoculated,B3,S43XS70,3,16,3,1,9,0,27,27,0,10.5
2,9/29/2021,10/26/2021,27,Inoculated,B2,S43XS70,2,9,3,5,36,15,28,28,0,11
2,9/29/2021,10/26/2021,27,Inoculated,B4,S43XS70,4,23,3,5,30,12,30,30,0,14.5
2,9/29/2021,10/29/2021,30,Inoculated,B3,S43XS70,3,16,3,3,10,0,27,27,0,10.5
2,9/29/2021,10/29/2021,30,Inoculated,B2,S43XS70,2,9,3,5,51,36,28,28,0,11
2,9/29/2021,10/29/2021,30,Inoculated,B4,S43XS70,4,23,3,7,63,38,30,30,0,14.5
2,9/29/2021,11/1/2021,33,Inoculated,B3,S43XS70,3,16,3,3,14,1,27,27,0,10.5
2,9/29/2021,11/1/2021,33,Inoculated,B2,S43XS70,2,9,3,5,69,51,28,28,0,11
2,9/29/2021,11/1/2021,33,Inoculated,B4,S43XS70,4,23,3,7,69,42,30,30,0,14.5
2,9/29/2021,10/10/2021,11,Inoculated,C1,DG52X05RR2X,1,3,3,0,0,0,54,54,0,12.5
2,9/29/2021,10/10/2021,11,Inoculated,C3,DG52X05RR2X,3,17,3,0,0,0,20,20,0,12.5
